Gene,IG Score After Training
LINC01377,0.2689414322376251
LINC01019,0.2689414322376251
LINC01017,0.2689414322376251
IRX1,0.00024186658265534788
LOC101929153,0.2689414322376251
LINC01020,0.2689414322376251
LOC105374631,0.2689414322376251
CTD-2297D10.2,0.2689414322376251
ICE1,0.2689414322376251
FLJ33360,0.2689414322376251
MED10,0.00024040185962803662
UBE2QL1,0.0002422522520646453
NSUN2,0.00023712150868959725
LINC01018,0.2689414322376251
SRD5A1,0.00024127305368892848
PAPD7,0.2689414322376251
LOC100505625,0.2689414322376251
MIR4278,0.2689414322376251
LOC442132,0.2689414322376251
LOC101929261,0.2689414322376251
C5orf49,0.00024213310098275542
MTRR,0.00024158656015060842
MIR4458HG,0.2689414322376251
MIR4458,0.2689414322376251
LOC101929284,0.2689414322376251
MIR4636,0.2689414322376251
CTD-2201E9.1,0.2689414322376251
SNHG18,0.2689414322376251
SNORD123,0.2689414322376251
TAS2R1,0.00024220766499638557
FAM173B,0.2689414322376251
CCT5,0.2689414322376251
CMBL,0.00024035738897509873
ROPN1L-AS1,0.2689414322376251
ROPN1L,0.00024264543026220053
MIR6131,0.2689414322376251
LOC101929412,0.2689414322376251
LOC389273,0.2689414322376251
FAM105A,0.2689414322376251
SNORD141A,0.2689414322376251
SNORD141B,0.2689414322376251
LOC100130744,0.2689414322376251
MIR4637,0.2689414322376251
CTD-2350J17.1,0.2689414322376251
MIR887,0.2689414322376251
ZNF622,0.00024016656971070915
LOC101929524,0.2689414322376251
BASP1,0.0002392154128756374
LOC401177,0.2689414322376251
LOC102723526,0.2689414322376251
PRDM9,0.00024224622757174075
LOC340107,0.2689414322376251
LINC01021,0.2689414322376251
LOC105374698,0.2689414322376251
LSP1P3,0.2689414322376251
LOC101929645,0.2689414322376251
LOC101929660,0.2689414322376251
LOC101929681,0.2689414322376251
LOC105374704,0.2689414322376251
C5orf22,0.0002415299095446244
MIR4279,0.2689414322376251
GOLPH3,0.00023529079044237733
MIR579,0.2689414322376251
SUB1,0.00024180064792744815
LOC340113,0.2689414322376251
TARS,0.00024097187269944698
RXFP3,0.00024364833370782435
AMACR,0.0002354440512135625
C1QTNF3,0.00024003241560421884
DNAJC21,0.00023081044491846114
RAD1,0.00023807342222426087
BRIX1,0.00023580036940984428
AGXT2,0.00024156723520718515
IL7R,0.0002539446868468076
LOC100506406,0.2689414322376251
UGT3A1,0.00024276669137179852
LMBRD2,0.00024152416153810918
MIR580,0.2689414322376251
RANBP3L,0.00024116747954394668
NADK2,0.0002403924590907991
SLC1A3,0.00024124728224705905
NIPBL-AS1,0.2689414322376251
LOC105374727,0.2689414322376251
GDNF,0.00024118750297930092
GDNF-AS1,0.2689414322376251
LOC105374729,0.2689414322376251
LOC101929745,0.2689414322376251
EGFLAM-AS4,0.2689414322376251
EGFLAM-AS2,0.2689414322376251
MIR3650,0.2689414322376251
LINC01265,0.2689414322376251
DAB2,0.00029354268917813897
LOC101926940,0.2689414322376251
LINC00603,0.2689414322376251
TTC33,0.00023987135500647128
PTGER4,0.0002443082630634308
CARD6,0.0002402073296252638
LOC100506548,0.2689414322376251
RPL37,0.2689414322376251
SNORD72,0.2689414322376251
C7,0.00024339502851944417
OXCT1-AS1,0.2689414322376251
C5orf51,0.00023963020066730678
FBXO4,0.00024125626077875495
LOC101926960,0.2689414322376251
CCDC152,0.00024365645367652178
SEPP1,0.2689414322376251
LOC648987,0.2689414322376251
ANXA2R,0.00024344699340872467
LOC153684,0.2689414322376251
LOC100132356,0.2689414322376251
LOC100506639,0.2689414322376251
HMGCS1,0.00023793319996912032
TMEM267,0.00023713259724900126
C5orf34,0.0002419627708150074
PAIP1,0.00024056487018242478
NNT-AS1,0.2689414322376251
FGF10,0.00024290167493745685
FGF10-AS1,0.2689414322376251
BRCAT107,0.2689414322376251
BRCAT54,0.2689414322376251
MRPS30,0.2689414322376251
EMB,0.0002473729255143553
LOC100287592,0.2689414322376251
ISL1,0.0002424717677058652
PELO,0.0002345829561818391
MOCS2,0.0002377791824983433
LOC257396,0.2689414322376251
FST,0.00024078055866993964
MIR581,0.2689414322376251
MIR4459,0.2689414322376251
HSPB3,0.0002429035521345213
LOC102467080,0.2689414322376251
ESM1,0.00024259803467430174
LOC102467081,0.2689414322376251
GZMK,0.00024216287420131266
GZMA,0.00024688118719495833
CDC20B,0.00024201374617405236
GPX8,0.00024216748715844005
MIR449A,0.2689414322376251
MIR449B,0.2689414322376251
MIR449C,0.2689414322376251
MCIDAS,0.00024087863857857883
CCNO,0.00024210193078033626
DHX29,0.00024022063007578254
MIR5687,0.2689414322376251
RNF138P1,0.2689414322376251
DDX4,0.0002429475571261719
IL31RA,0.0002419145603198558
FLJ31104,0.2689414322376251
LOC102467147,0.2689414322376251
C5orf67,0.00024283754464704543
SETD9,0.00024258832854684442
MIER3,0.00023403114755637944
GPBP1,0.00029972518677823246
ACTBL2,0.00024147395743057132
LINCR-0003,0.2689414322376251
LOC101928505,0.2689414322376251
LOC101928539,0.2689414322376251
LOC101928569,0.2689414322376251
GAPT,0.00024124013725668192
MIR548AE2,0.2689414322376251
LOC101928600,0.2689414322376251
MIR582,0.2689414322376251
PART1,0.2689414322376251
ERCC8,0.0002399134391453117
SMIM15,0.00023273586702998728
C5orf64,0.2689414322376251
LOC101928651,0.2689414322376251
KIF2A,0.00028142862720414996
LRRC70,0.00024283754464704543
IPO11-LRRC70,0.2689414322376251
HTR1A,0.00024059608404058963
RGS7BP,0.00024190786643885076
FAM159B,0.2689414322376251
TRIM23,0.00024089423823170364
PPWD1,0.00023803756630513817
TRAPPC13,0.0002366002881899476
LOC100303749,0.2689414322376251
SREK1,0.2689414322376251
LOC101928769,0.2689414322376251
LOC101928794,0.2689414322376251
CD180,0.0002522182185202837
LOC101928858,0.2689414322376251
LOC102467655,0.2689414322376251
LOC101928885,0.2689414322376251
SLC30A5,0.00024068418133538216
CCNB1,0.000236976207816042
MRPS36,0.2689414322376251
CDK7,0.00023917345970403403
CCDC125,0.000239954621065408
RAD17,0.0002401150413788855
TAF9,0.00024172596749849617
AK6,0.00023822260845918208
MARVELD2,0.00023705506464466453
LOC101928924,0.2689414322376251
OCLN,0.00024035900423768908
GTF2H2B,0.2689414322376251
SMN1,0.2689414322376251
SMN2,0.2689414322376251
LOC441081,0.2689414322376251
NAIP,0.2689414322376251
LOC647859,0.2689414322376251
PMCHL2,0.2689414322376251
MCCC2,0.00022975762840360403
CARTPT,0.0002415213966742158
MAP1B,1.609408536751289e-05
MIR4803,0.2689414322376251
LOC102503427,0.2689414322376251
MIR4804,0.2689414322376251
TMEM171,0.00024247686087619513
TMEM174,0.0002423666010145098
LOC340090,0.2689414322376251
FOXD1,0.00023210076324176043
LINC01386,0.2689414322376251
BTF3,0.00024214855511672795
ANKRA2,0.00024902730365283787
UTP15,0.00024161351029761136
LINC01335,0.2689414322376251
LINC01333,0.2689414322376251
ENC1,0.0002392617316218093
NSA2,0.00023709236120339483
GFM2,0.00023872783640399575
LOC441086,0.2689414322376251
GCNT4,0.00024196140293497592
LINC01336,0.2689414322376251
HMGCR,0.00023515286738984287
POLK,0.00023932264593895525
POC5,0.0002429229934932664
F2RL2,0.0002426142164040357
LOC101929109,0.2689414322376251
F2R,0.00024330243468284607
NCRUPAR,0.2689414322376251
S100Z,0.00024174762074835598
F2RL1,0.00023750547552481294
CRHBP,0.00024217258032876998
AGGF1,0.0002338629710720852
ZBED3,0.00024209755065385252
SNORA47,0.2689414322376251
ZBED3-AS1,0.2689414322376251
OTP,0.00024238786136265844
LOC101929154,0.2689414322376251
SCAMP1-AS1,0.2689414322376251
BHMT2,0.0002410566812613979
BHMT,0.00024256680626422167
PAPD4,0.2689414322376251
MTX3,0.00024408243189100176
THBS4,0.00024205207591876388
CTD-2201I18.1,0.2689414322376251
LOC644936,0.2689414322376251
SPZ1,0.00024183154164347798
CRSP8P,0.2689414322376251
FAM151B,0.00024186453083530068
ANKRD34B,0.00024234627198893577
DHFR,0.00023823397350497544
MTRNR2L2,0.2689414322376251
RASGRF2-AS1,0.2689414322376251
ZCCHC9,0.0002382207749178633
ACOT12,0.0002924992295447737
RPS23,0.2689414322376251
MIR3977,0.2689414322376251
LINC01338,0.2689414322376251
TMEM167A,0.0002355242322664708
SCARNA18,0.2689414322376251
LOC105379054,0.2689414322376251
HAPLN1,0.00024344096891582012
NBPF22P,0.2689414322376251
COX7C,0.0002289162075612694
MIR3607,0.2689414322376251
LOC100505878,0.2689414322376251
MIR4280,0.2689414322376251
LOC55338,0.2689414322376251
CCNH,0.0002443960984237492
LOC644285,0.2689414322376251
LOC102546226,0.2689414322376251
MIR9-2,0.2689414322376251
MIR3660,0.2689414322376251
CETN3,0.00024023023433983326
LOC731157,0.2689414322376251
MBLAC2,0.00024220190243795514
POLR3G,0.00024101577582769096
LYSMD3,0.0002392368478467688
LUCAT1,0.2689414322376251
ARRDC3-AS1,0.2689414322376251
ARRDC3,2.394359398749657e-05
MIR2277,0.2689414322376251
POU5F2,0.0002376105694565922
ARSK,0.00024173817655537277
RFESD,0.0002425163984298706
GPR150,0.00024101669259835035
RHOBTB3,0.00024315959308296442
GLRX,0.00023743667406961322
LINC01554,0.2689414322376251
MIR583,0.2689414322376251
PCSK1,0.00024206128728110343
ERAP1,0.00024229429254774004
ERAP2,0.00024243522784672678
RIOK2,0.0002376425254624337
RGMB,0.00023576730745844543
RGMB-AS1,0.2689414322376251
CHD1,0.00027875424711965024
LOC100289230,0.2689414322376251
CTD-2151A2.1,0.2689414322376251
LOC100133050,0.2689414322376251
FAM174A,0.0002406804997008294
ST8SIA4,0.00026087474543601274
MIR548P,0.2689414322376251
LINC00492,0.2689414322376251
GIN1,0.00024125281197484583
C5orf30,0.0002397604548605159
LOC102467212,0.2689414322376251
NUDT12,0.00024087679048534483
RAB9BP1,0.2689414322376251
LINC01023,0.2689414322376251
PJA2,0.00028195904451422393
LOC100289673,0.2689414322376251
TSLP,0.00024088022473733872
WDR36,0.00023432027956005186
STARD4,0.00024076542467810214
EPB41L4A-AS1,0.2689414322376251
SNORA13,0.2689414322376251
LOC101927023,0.2689414322376251
EPB41L4A-AS2,0.2689414322376251
LOC102467214,0.2689414322376251
LOC102467216,0.2689414322376251
REEP5,0.0002302220673300326
SRP19,0.00023536280787084252
TSSK1B,0.00024217026657424867
YTHDC2,0.00023582016001455486
LOC101927059,0.2689414322376251
TRIM36,0.00024079457216430455
CCDC112,0.00024317047791555524
TICAM2,0.0002398869110038504
FEM1C,0.00023800805502105504
TMED7,0.00022690031619276851
LOC102467217,0.2689414322376251
CDO1,0.00024222824140451849
ATG12,0.0002400569210294634
ARL14EPL,0.00024248819681815803
LOC101927190,0.2689414322376251
SEMA6A-AS1,0.2689414322376251
LOC102467223,0.2689414322376251
HNCAT21,0.2689414322376251
MIR5706,0.2689414322376251
FAM170A,0.0002418564399704337
LOC102467226,0.2689414322376251
FTMT,0.00024303603277076036
LOX,0.00024071654479485005
ZNF474,0.00024137197760865092
LOC100505841,0.2689414322376251
MGC32805,0.2689414322376251
LOC101927357,0.2689414322376251
PPIC,0.0002398000069661066
PRDM6,0.00023974401119630784
CEP120,0.0002416356437606737
LOC102546228,0.2689414322376251
LOC101927488,0.2689414322376251
ALDH7A1,0.0002421815734123811
TEX43,0.00024344421399291605
LOC102723557,0.2689414322376251
LMNB1,0.0002685207291506231
C5orf63,0.2689414322376251
CTXN3,0.0002419994561932981
MIR4633,0.2689414322376251
MIR4460,0.2689414322376251
ADAMTS19-AS1,0.2689414322376251
HINT1,0.0002478743845131248
IL3,0.00024275213945657015
CSF2,0.00024230398412328213
P4HA2,0.0002998378186021
P4HA2-AS1,0.2689414322376251
MIR6830,0.2689414322376251
PDLIM4,0.00023947603767737746
SLC22A4,0.00024175083672162145
LOC553103,0.2689414322376251
MIR3936,0.2689414322376251
C5orf56,0.2689414322376251
IRF1,0.000536779873073101
IL5,0.0002414171030977741
RAD50,0.00023792069987393916
IL4,0.00024177598243113607
LOC105379176,0.2689414322376251
KIF3A,0.00023643703025300056
CCNI2,0.00024105736520141363
IL13,0.00024131950340233743
LEAP2,0.00024190926342271268
SOWAHA,0.00024082926393020898
SHROOM1,0.00024228273832704872
GDF9,0.00024108908837661147
UQCRQ,0.00023829301062505692
ZCCHC10,0.2689414322376251
HSPA4,0.0002475718210916966
MIR1289-2,0.2689414322376251
WSPAR,0.2689414322376251
LOC105379183,0.2689414322376251
VDAC1,0.00023773183056619018
SKP1,0.2689414322376251
TCF7,0.00024367433798033744
MIR3661,0.2689414322376251
UBE2B,0.0002354283642489463
CDKN2AIPNL,0.0002377726195845753
LOC102546229,0.2689414322376251
LOC101927934,0.2689414322376251
JADE2,0.00023332753335125744
SEC24A,0.0002411244931863621
DDX46,0.00022561200603377074
C5orf24,0.00023713869450148195
PCBD2,0.00024283754464704543
TXNDC15,0.00023635746038053185
MIR4461,0.2689414322376251
C5orf66-AS1,0.2689414322376251
PITX1,0.0003006398619618267
C5orf66-AS2,0.2689414322376251
DCANP1,0.2689414322376251
TIFAB,0.00024346417922060937
NEUROG1,0.0002431470638839528
CXCL14,0.00029435509350150824
LOC340074,0.2689414322376251
SLC25A48,0.0002922703861258924
IL9,0.0002416563656879589
MIR5692C1,0.2689414322376251
FBXL21,0.2689414322376251
LECT2,0.00024220027262344956
VTRNA2-1,0.2689414322376251
SMAD5-AS1,0.2689414322376251
SMAD5,0.00022753704979550093
LOC389332,0.2689414322376251
LOC105379192,0.2689414322376251
MIR874,0.2689414322376251
HNRNPA0,2.205200507887639e-05
NPY6R,0.2689414322376251
PKD2L2,0.0002421695680823177
WNT8A,0.00024154441780410707
LOC100130172,0.2689414322376251
NME5,0.0002446782309561968
GFRA3,0.00024254135496448725
CDC23,0.00024455180391669273
KIF20A,0.00023954545031301677
CDC25C,0.00024144240887835622
FAM53C,0.00023757094459142536
REEP2,0.00024205022782552987
EGR1,0.00035166984889656305
HSPA9,0.00022799069120083004
SNORD63,0.2689414322376251
LOC105379194,0.2689414322376251
LRRTM2,0.00024103920441120863
SNHG4,0.2689414322376251
SNORA74A,0.2689414322376251
PROB1,0.0002429009909974411
SLC23A1,0.00029870422440581024
MZB1,0.0002413199981674552
PAIP2,0.00023800943745300174
SPATA24,0.00024034707166720182
DNAJC18,0.00024012399080675095
TMEM173,0.00023672959650866687
CXXC5,0.0002858098887372762
LOC101929696,0.2689414322376251
PSD2,0.00024235619639512151
LINC01024,0.2689414322376251
IGIP,0.00024163401394616812
LOC101929719,0.2689414322376251
CYSTM1,0.00023817717737983912
HBEGF,0.0002336409961571917
SLC4A9,0.00024191595730371773
SLC35A4,0.00023797470203135163
SRA1,0.0002354656026000157
APBB3,0.00023845006944611669
MIR6831,0.2689414322376251
CD14,0.00032530896714888513
EIF4EBP3,0.00024080582079477608
ZMAT2,0.00022991189325693995
NDUFA2,0.0002965038875117898
IK,0.00024057473638094962
MIR3655,0.2689414322376251
WDR55,0.0002533599326852709
DND1,0.00024229752307292074
HARS,0.0002373246243223548
HARS2,0.00024176490842364728
VTRNA1-1,0.2689414322376251
VTRNA1-2,0.2689414322376251
VTRNA1-3,0.2689414322376251
PCDHAC1,0.00024340451636817306
PCDHAC2,0.2689414322376251
PCDHB5,0.00024187072995118797
LOC101926905,0.2689414322376251
PCDHB1,0.00024173286510631442
PCDHB2,0.00024127030337695032
PCDHB3,0.00024148616648744792
PCDHB4,0.00024222454521805048
PCDHB6,0.00024170821416191757
PCDHB17P,0.2689414322376251
PCDHB15,0.00024175638100132346
PCDHB14,0.00024374011263716966
PCDHB11,0.0002399820659775287
PCDHB8,0.00024207745445892215
PCDHB9,0.0002449753519613296
PCDHB7,0.0002417190553387627
PCDHB16,0.00024196022422984242
PCDHB13,0.00024167963420040905
PCDHB18P,0.2689414322376251
PCDHB19P,0.2689414322376251
PCDHB12,0.00024155917344614863
PCDHB10,0.00024122153990902007
TAF7,0.0002213315456174314
SLC25A2,0.00024261398357339203
PCDHGA12,0.0002434112539049238
PCDHGC3,0.00024202436907216907
PCDHGC4,0.2689414322376251
PCDHGC5,0.00024328296422027051
LOC100505658,0.2689414322376251
HDAC3,0.00023442665406037122
FCHSD1,0.00024087080964818597
RELL2,0.00023954133212100714
ARAP3,0.00024125580966938287
PCDH1,0.0002436199865769595
LOC729080,0.2689414322376251
KIAA0141,0.2689414322376251
RNF14,0.00023799805785529315
GNPDA1,0.00023783135111443698
NDFIP1,0.00025338094565086067
SPRY4,0.00024034616944845766
SPRY4-IT1,0.2689414322376251
LOC101926975,0.2689414322376251
ARHGAP26-IT1,0.2689414322376251
MIR5197,0.2689414322376251
HMHB1,0.0002431018656352535
YIPF5,0.00024055982066784054
PRELID2,0.00023107422748580575
GRXCR2,0.00024222130014095455
PLAC8L1,0.00024117690918501467
POU4F3,0.00024334233603440225
TCERG1,0.000299200153676793
GPR151,0.00024339361698366702
PPP2R2B-IT1,0.2689414322376251
SPINK1,0.00023987868917174637
SCGB3A2,0.0004935457254759967
C5orf46,0.00024321058299392462
SPINK14,0.00024245768145192415
SPINK6,0.00024188963288906962
SPINK7,0.00024157298321370035
SPINK13,0.00024212822609115392
SPINK9,0.00024300313089042902
FBXO38,0.0002409732696833089
ADRB2,0.00024016130191739649
MIR584,0.2689414322376251
LOC255187,0.2689414322376251
GRPEL2,0.00024095350818242878
GRPEL2-AS1,0.2689414322376251
PCYOX1L,0.0002408140862826258
IL17B,0.00024309259606525302
CSNK1A1,0.0002369499852648005
MIR143,0.2689414322376251
MIR145,0.2689414322376251
ARHGEF37,0.00024089055659715086
MIR378A,0.2689414322376251
PDE6A,0.00024215408484451473
LOC644762,0.2689414322376251
SLC26A2,0.00024101875897031277
TIGD6,0.00024123670300468802
HMGXB3,0.00029860626091249287
PDGFRB,0.00023295854043681175
CDX1,0.00024197291349992156
CAMK2A,0.00024057748669292778
ARSI,0.00024259803467430174
TCOF1,0.0002350587019464001
CD74,0.5832901000976562
RPS14,0.2689414322376251
LOC102546298,0.2689414322376251
NDST1,0.00023759949544910342
RBM22,0.00026849537971429527
MYOZ3,0.00024303603277076036
IRGM,0.0002423525002086535
SMIM3,0.00023968503228388727
ZNF300,0.00024396191292908043
ZNF300P1,0.2689414322376251
TNIP1,0.0002341306972084567
GPX3,0.0003345549921505153
CCDC69,0.0002419293305138126
SLC36A3,0.0002418829535599798
SLC36A2,0.00024422092246823013
SLC36A1,0.00023447518469765782
MIR6499,0.2689414322376251
SPARC,1.6356416381313466e-05
CTB-113P19.1,0.2689414322376251
ATOX1,0.0002422679535811767
LOC100652758,0.2689414322376251
NMUR2,0.00024084554752334952
MFAP3,0.00024346139980480075
MIR1294,0.2689414322376251
SAP30L,0.0002382078382652253
HAND1,0.00024184744688682258
MIR3141,0.2689414322376251
MIR1303,0.2689414322376251
CNOT8,0.00023751839762553573
FAXDC2,0.00023809839331079274
MIR378H,0.2689414322376251
MRPL22,0.2689414322376251
KIF4B,0.0002416183560853824
PPP1R2P3,0.2689414322376251
TIMD4,0.0002429790620226413
HAVCR1,0.00024324283003807068
MED7,0.00024102127645164728
HAVCR2,0.0002419313823338598
ITK,0.0002440356620354578
FAM71B,0.00024262393708340824
FNDC9,0.00024217764439526945
NIPAL4,0.00024173309793695807
SOX30,0.00024270608264487237
THG1L,0.00023993953072931617
LSM11,0.00024132804537657648
LOC101927740,0.2689414322376251
RNF145,0.00023760402109473944
LOC105377682,0.2689414322376251
UBLCP1,0.00029528827872127295
IL12B,0.0002410311863059178
LOC285626,0.2689414322376251
LOC285627,0.2689414322376251
LOC101927766,0.2689414322376251
ADRA1B,0.00024212129937950522
PWWP2A,0.00023219946888275445
FABP6,0.00024189335817936808
ZBED8,0.000290125171886757
C1QTNF2,0.00024132021644618362
SLU7,0.00023726015933789313
PTTG1,0.00022960697242524475
MIR3142HG,0.2689414322376251
MIR3142,0.2689414322376251
MIR146A,0.2689414322376251
LOC285629,0.2689414322376251
GABRA6,0.00024181378830689937
LINC01202,0.2689414322376251
CCNG1,0.00023541398695670068
HMMR,0.00023682146274950355
HMMR-AS1,0.2689414322376251
MAT2B,0.00025216268841177225
LOC101927835,0.2689414322376251
CTB-7E3.1,0.2689414322376251
LOC101927908,0.2689414322376251
CTB-178M22.2,0.2689414322376251
RARS,0.00023523606068920344
FBLL1,0.00024049766943790019
MIR103A1,0.2689414322376251
MIR103B1,0.2689414322376251
LOC101927969,0.2689414322376251
MIR218-2,0.2689414322376251
LOC728095,0.2689414322376251
MIR585,0.2689414322376251
SPDL1,0.00024186844530049711
FOXI1,0.00024245512031484395
MIR378E,0.2689414322376251
LINC01187,0.2689414322376251
C5orf58,0.00026902297395281494
LINC01366,0.2689414322376251
KCNMB1,0.00024085772747639567
MIR3912,0.2689414322376251
NPM1,0.2689414322376251
SMIM23,0.0002512735081836581
EFCAB9,0.0002425013663014397
LOC100288254,0.2689414322376251
NEURL1B,0.00024029346241150051
MIR5003,0.2689414322376251
LOC101928093,0.2689414322376251
DUSP1,0.0005516953533515334
RPL26L1,0.2689414322376251
LOC100268168,0.2689414322376251
CREBRF,0.000237179861869663
SNORA74B,0.2689414322376251
NKX2-5,0.0002426537685096264
MIR8056,0.2689414322376251
STC2,0.00023709438391961157
LOC285593,0.2689414322376251
BOD1,0.00023843575036153197
LINC01484,0.2689414322376251
LINC01485,0.2689414322376251
C5orf47,0.0002416955539956689
MSX2,0.00024085291079245508
MIR4634,0.2689414322376251
DRD1,0.00024138097069226205
HRH2,0.00024211854906752706
CPLX2,0.0002445923746563494
THOC3,0.2689414322376251
FAM153B,0.2689414322376251
LOC100996385,0.2689414322376251
LOC100507387,0.2689414322376251
CLTB,1.729091673041694e-05
ARL10,0.00023556126689072698
HIGD2A,0.0002349372807657346
KIAA1191,0.00023286060604732484
MIR1271,0.2689414322376251
NOP16,0.00023614888777956367
FAF2,0.00023799989139661193
RNF44,0.00023076577053871006
SNCB,0.0002421016979496926
MIR4281,0.2689414322376251
EIF4E1B,0.0002438586379867047
TSPAN17,0.00023940022219903767
GPRIN1,0.0002474323846399784
LINC01574,0.2689414322376251
HK3,0.00023779779439792037
FGFR4,0.00024177505110856146
RAB24,0.0002366891858400777
PRELID1,0.2689414322376251
MXD3,0.00023918988881632686
RGS14,0.00029012130107730627
SLC34A1,0.0002424909471301362
F12,0.00024100037990137935
GRK6,0.0003122351481579244
PRR7-AS1,0.2689414322376251
PRR7,0.00024105623015202582
PFN3,0.00024213470169343054
PDLIM7,0.00023126002633944154
DOK3,0.00024101532471831888
DDX41,0.00023729792155791074
FAM193B,0.00022683068527840078
TMED9,0.0002796108019538224
LOC202181,0.2689414322376251
LOC728554,0.2689414322376251
N4BP3,0.00024242530344054103
FAM153C,0.2689414322376251
PHYKPL,0.00023969096946530044
RMND5B,0.0002340233331779018
NHP2,0.00023268240329343826
GMCL1P1,0.2689414322376251
HNRNPAB,0.2689414322376251
CLK4,0.0002943584695458412
ZNF354A,0.0002396016352577135
ZNF354B,0.00023909365700092167
ZNF454,0.0002423298719804734
GRM6,0.00024297836353071034
ZNF879,0.00024242899962700903
ZNF354C,0.0002397357893642038
LOC101928445,0.2689414322376251
HNRNPH1,0.2689414322376251
C5orf60,0.00024224832304753363
LOC105377763,0.2689414322376251
CBY3,0.0002428271109238267
MAML1,0.0002572084194980562
LTC4S,0.0002420114615233615
MGAT4B,1.7289843526668847e-05
MIR1229,0.2689414322376251
LOC100996419,0.2689414322376251
TBC1D9B,1.6093255908344872e-05
C5orf45,0.2689414322376251
MIR340,0.2689414322376251
RASGEF1C,0.00024270190624520183
GFPT2,0.0002400013036094606
MAPK9,0.00023704803606960922
SCGB3A1,0.00024728922289796174
CNOT6,0.00024753951583988965
OR2Y1,0.0002419929951429367
MGAT1,0.00022837055439595133
HEIH,0.2689414322376251
LINC00847,0.2689414322376251
ZFP62,0.0002440938405925408
BTNL8,0.00024202461645472795
BTNL3,0.00024180387845262885
BTNL9,0.2689414322376251
MIR8089,0.2689414322376251
OR2V1,0.0002427136932965368
TRIM41,0.00023923708067741245
TRIM7,0.0002388917637290433
LOC102577426,0.2689414322376251
MIR4638,0.2689414322376251
RACK1,2.5667137379059568e-05
SNORD96A,0.2689414322376251
SNORD95,0.2689414322376251
CTC-338M12.4,0.2689414322376251
TRIM52-AS1,0.2689414322376251
OR2V2,0.00024254944582935423
TRIM52,0.00023658404825255275
SGK1,1.6546344340895303e-05
CCND3,0.00024303303507622331
CYB5R4,0.00024415808729827404
ASCC3,0.00023835299361962825
SESN1,0.00023799944028723985
NCOA7,0.0002452013432048261
LOC153910,0.2689414322376251
MTHFD1L,0.00023681740276515484
LOC102724053,0.2689414322376251
GMDS,0.00024068786296993494
LINC01622,0.2689414322376251
BPHL,0.00024426099844276905
LYRM4,0.00024260867212433368
F13A1,0.0002527348115108907
CAGE1,0.00024124338233377784
NOL7,0.00023967862944118679
RANBP9,0.00023239816073328257
CDKAL1,0.0002353255549678579
KIF13A,0.00021944812033325434
CASC15,0.2689414322376251
DAAM2,0.0002404373954050243
DNAH8,0.00024198769824579358
FKBP5,0.00023766928643453866
C6orf106,0.2689414322376251
RAB44,0.000240188543102704
LOC101929555,0.2689414322376251
PPP2R5D,0.00023983500432223082
LOC101929705,0.2689414322376251
SUPT3H,0.00024068211496341974
ENPP4,0.00023860517831053585
HMGCLL1,0.0002404254482826218
EFHC1,0.00025465775979682803
DST,2.6756009901873767e-05
KHDRBS2,0.0002421450917609036
EYS,0.00024335604393854737
OGFRL1,0.00024127143842633814
DDX43,0.00024278985802084208
ADGRB3,0.00024078723799902946
COL9A1,0.00024218850012402982
RIMS1,0.0002439705131109804
LOC101928516,0.2689414322376251
SH3BGRL2,0.00024221251078415662
BACH2,0.0002424220583634451
PRDM13,0.00024191249394789338
EPHA7,0.00024096912238746881
LOC101927314,0.2689414322376251
GRIK2,0.00024347972066607326
HACE1,0.0002368968998780474
WASF1,0.0002374805771978572
LAMA4,0.00024288987333420664
SLC16A10,0.00024322567333001643
LOC101927768,0.2689414322376251
DSE,0.0002435976784909144
CEP85L,0.00024070209474302828
PKIB,0.0002414272166788578
NKAIN2,0.00024291904992423952
L3MBTL3,0.00024059768475126475
LAMA2,0.00023918393708299845
HEBP2,0.000237698492128402
UST,0.00023914016492199153
PHACTR2,0.0002404277620371431
UTRN,0.00023525557480752468
LOC100507557,0.2689414322376251
ADGB,0.00024394002684857696
ULBP2,0.0002416254865238443
TULP4,0.000239673609030433
ESR1,0.000243264643358998
RGS17,0.00024136163119692355
TIAM2,0.00024316490453202277
OPRM1,0.0002423767582513392
QKI,0.00035395921440795064
SLC22A3,0.00024120957823470235
PARK2,0.2689414322376251
LOC105378098,0.2689414322376251
RPS6KA2,0.2689414322376251
IRF4,0.00024307127750944346
EXOC2,0.00023798127949703485
GMDS-AS1,0.2689414322376251
NQO2,0.0002343931409996003
SLC22A23,0.00023813449661247432
PRPF4B,0.00023079988022800535
CDYL,0.0002940577978733927
LYRM4-AS1,0.2689414322376251
FARS2,0.00024466446484439075
RREB1,0.0002391830348642543
LY86-AS1,0.2689414322376251
SNRNP48,0.0002426718274364248
BLOC1S5-TXNDC5,0.2689414322376251
BMP6,0.00024371685867663473
LOC100506207,0.2689414322376251
ELOVL2,0.00024327437859028578
GCNT2,0.00024062908778432757
TMEM14B,0.00023765613150317222
GCM2,0.00024283128732349724
NEDD9,0.00023368799884337932
HIVEP1,0.2689414322376251
PHACTR1,0.0002409640874247998
GFOD1,0.00023821464856155217
DTNBP1,0.00024185067741200328
JARID2,0.00023605702153872699
GMPR,0.00024188343377318233
ATXN1,0.00027624479844234884
CAP2,0.00024062267038971186
NUP153,0.00024936324916779995
KDM1B,0.00023563517606817186
LOC101928519,0.2689414322376251
LOC100506885,0.2689414322376251
MBOAT1,0.00024010476772673428
