Gene,SPACER Score Before Training,SPACER Score After Training,Difference
MUCL1,-1.0,-0.41938239336013794,0.5806176066398621
DCD,-1.0,-0.41938239336013794,0.5806176066398621
LACRT,-1.0,-0.41938239336013794,0.5806176066398621
AMHR2,-1.0,-0.41938239336013794,0.5806176066398621
ANKRD33,-1.0,-0.41938239336013794,0.5806176066398621
LOC105369971,-1.0,-0.41938239336013794,0.5806176066398621
CELA1,-1.0,-0.41938239336013794,0.5806176066398621
POU6F1,-1.0,-0.41938239336013794,0.5806176066398621
KRT83,-1.0,-0.41938239336013794,0.5806176066398621
KRT84,-1.0,-0.41938239336013794,0.5806176066398621
KRT85,-1.0,-0.41938239336013794,0.5806176066398621
HIGD1C,-1.0,-0.41938239336013794,0.5806176066398621
ATF1,-1.0,-0.41938239336013794,0.5806176066398621
FIGNL2,-1.0,-0.41938239336013794,0.5806176066398621
PCBP2-OT1,-1.0,-0.41938239336013794,0.5806176066398621
SP7,-1.0,-0.41938239336013794,0.5806176066398621
C12orf10,-1.0,-0.41938239336013794,0.5806176066398621
ESPL1,-1.0,-0.41938239336013794,0.5806176066398621
MFSD5,-1.0,-0.41938239336013794,0.5806176066398621
KRT73-AS1,-1.0,-0.41938239336013794,0.5806176066398621
KRT71,-1.0,-0.41938239336013794,0.5806176066398621
SOAT2,-1.0,-0.41938239336013794,0.5806176066398621
KRT72,-1.0,-0.41938239336013794,0.5806176066398621
MIR6757,-1.0,-0.41938239336013794,0.5806176066398621
LOC283335,-1.0,-0.41938239336013794,0.5806176066398621
KRT78,-1.0,-0.41938239336013794,0.5806176066398621
GLYCAM1,-1.0,-0.41938239336013794,0.5806176066398621
PDE1B,-1.0,-0.41938239336013794,0.5806176066398621
KRT76,-1.0,-0.41938239336013794,0.5806176066398621
KRT1,-1.0,-0.41938239336013794,0.5806176066398621
KRT74,-1.0,-0.41938239336013794,0.5806176066398621
KRT73,-1.0,-0.41938239336013794,0.5806176066398621
SPRYD3,-1.0,-0.41938239336013794,0.5806176066398621
LOC105370068,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927637,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927616,-1.0,-0.41938239336013794,0.5806176066398621
LOC440117,-1.0,-0.41938239336013794,0.5806176066398621
LINC00943,-1.0,-0.41938239336013794,0.5806176066398621
LOC100996671,-1.0,-0.41938239336013794,0.5806176066398621
LOC100128554,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927464,-1.0,-0.41938239336013794,0.5806176066398621
LOC643770,-1.0,-0.41938239336013794,0.5806176066398621
THRIL,-1.0,-0.41938239336013794,0.5806176066398621
VWA8,-1.0,-0.41938239336013794,0.5806176066398621
DIAPH3,-1.0,-0.41938239336013794,0.5806176066398621
CDADC1,-1.0,-0.41938239336013794,0.5806176066398621
TPTE2P5,-1.0,-0.41938239336013794,0.5806176066398621
FREM2,-1.0,-0.41938239336013794,0.5806176066398621
LINC00457,-1.0,-0.41938239336013794,0.5806176066398621
MTUS2,-1.0,-0.41938239336013794,0.5806176066398621
AACS,-1.0,-0.41938239336013794,0.5806176066398621
PDX1-AS1,-1.0,-0.41938239336013794,0.5806176066398621
WASF3,-1.0,-0.41938239336013794,0.5806176066398621
USP12-AS1,-1.0,-0.41938239336013794,0.5806176066398621
CDK8,-1.0,-0.41938239336013794,0.5806176066398621
ATP8A2,-1.0,-0.41938239336013794,0.5806176066398621
LOC107161159,-1.0,-0.41938239336013794,0.5806176066398621
LACAT8,-1.0,-0.41938239336013794,0.5806176066398621
PIWIL1,-1.0,-0.41938239336013794,0.5806176066398621
FLJ37505,-1.0,-0.41938239336013794,0.5806176066398621
LOC100190940,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927735,-1.0,-0.41938239336013794,0.5806176066398621
LOC283352,-1.0,-0.41938239336013794,0.5806176066398621
SLC15A4,-1.0,-0.41938239336013794,0.5806176066398621
MIR3612,-1.0,-0.41938239336013794,0.5806176066398621
MIR4419B,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927694,-1.0,-0.41938239336013794,0.5806176066398621
LOC100996679,-1.0,-0.41938239336013794,0.5806176066398621
CRAT8,-1.0,-0.41938239336013794,0.5806176066398621
FZD10,-1.0,-0.41938239336013794,0.5806176066398621
LOC101593348,-1.0,-0.41938239336013794,0.5806176066398621
LRRC43,-1.0,-0.41938239336013794,0.5806176066398621
LOC100507091,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928416,-1.0,-0.41938239336013794,0.5806176066398621
LOC100130238,-1.0,-0.41938239336013794,0.5806176066398621
NOC4L,-1.0,-0.41938239336013794,0.5806176066398621
DDX51,-1.0,-0.41938239336013794,0.5806176066398621
SNORA49,-1.0,-0.41938239336013794,0.5806176066398621
RILPL1,-1.0,-0.41938239336013794,0.5806176066398621
HCAR3,-1.0,-0.41938239336013794,0.5806176066398621
OASL,-1.0,-0.41938239336013794,0.5806176066398621
C12orf43,-1.0,-0.41938239336013794,0.5806176066398621
HNF1A-AS1,-1.0,-0.41938239336013794,0.5806176066398621
DIABLO,-1.0,-0.41938239336013794,0.5806176066398621
LOC100506691,-1.0,-0.41938239336013794,0.5806176066398621
WDR66,-1.0,-0.41938239336013794,0.5806176066398621
HPD,-1.0,-0.41938239336013794,0.5806176066398621
CABP1,-1.0,-0.41938239336013794,0.5806176066398621
LOC338797,-1.0,-0.41938239336013794,0.5806176066398621
LOC101927415,-1.0,-0.41938239336013794,0.5806176066398621
MIR3908,-1.0,-0.41938239336013794,0.5806176066398621
KMT5A,-1.0,-0.41938239336013794,0.5806176066398621
MIR8072,-1.0,-0.41938239336013794,0.5806176066398621
C12orf65,-1.0,-0.41938239336013794,0.5806176066398621
DHX37,-1.0,-0.41938239336013794,0.5806176066398621
MIR5188,-1.0,-0.41938239336013794,0.5806176066398621
MIR4304,-1.0,-0.41938239336013794,0.5806176066398621
VPS33A,-1.0,-0.41938239336013794,0.5806176066398621
VPS37B,-1.0,-0.41938239336013794,0.5806176066398621
HIP1R,-1.0,-0.41938239336013794,0.5806176066398621
HCAR1,-1.0,-0.41938239336013794,0.5806176066398621
HCAR2,-1.0,-0.41938239336013794,0.5806176066398621
DDX55,-1.0,-0.41938239336013794,0.5806176066398621
ZCCHC8,-1.0,-0.41938239336013794,0.5806176066398621
CLIP1-AS1,-1.0,-0.41938239336013794,0.5806176066398621
B3GNT4,-1.0,-0.41938239336013794,0.5806176066398621
IL31,-1.0,-0.41938239336013794,0.5806176066398621
OGFOD2,-1.0,-0.41938239336013794,0.5806176066398621
LINC00348,-1.0,-0.41938239336013794,0.5806176066398621
ATXN8OS,-1.0,-0.41938239336013794,0.5806176066398621
KLHL1,-1.0,-0.41938239336013794,0.5806176066398621
UPF3A,-1.0,-0.41938239336013794,0.5806176066398621
LINC01070,-1.0,-0.41938239336013794,0.5806176066398621
RNF17,-1.0,-0.41938239336013794,0.5806176066398621
MIPEP,-1.0,-0.41938239336013794,0.5806176066398621
SACS,-1.0,-0.41938239336013794,0.5806176066398621
IL17D,-1.0,-0.41938239336013794,0.5806176066398621
TNFRSF19,-1.0,-0.41938239336013794,0.5806176066398621
MICU2,-1.0,-0.41938239336013794,0.5806176066398621
RNF219,-1.0,-0.41938239336013794,0.5806176066398621
SCEL,-1.0,-0.41938239336013794,0.5806176066398621
XPO4,-1.0,-0.41938239336013794,0.5806176066398621
IFT88,-1.0,-0.41938239336013794,0.5806176066398621
TPTE2,-1.0,-0.41938239336013794,0.5806176066398621
ANKRD26P3,-1.0,-0.41938239336013794,0.5806176066398621
SGCG,-1.0,-0.41938239336013794,0.5806176066398621
PAN3,-1.0,-0.41938239336013794,0.5806176066398621
SOHLH2,-1.0,-0.41938239336013794,0.5806176066398621
SPG20,-1.0,-0.41938239336013794,0.5806176066398621
CCDC169-SOHLH2,-1.0,-0.41938239336013794,0.5806176066398621
CCNA1,-1.0,-0.41938239336013794,0.5806176066398621
DCLK1,-1.0,-0.41938239336013794,0.5806176066398621
PCDH9-AS3,-1.0,-0.41938239336013794,0.5806176066398621
PCDH9-AS2,-1.0,-0.41938239336013794,0.5806176066398621
BORA,-1.0,-0.41938239336013794,0.5806176066398621
PDS5B,-1.0,-0.41938239336013794,0.5806176066398621
BRCA2,-1.0,-0.41938239336013794,0.5806176066398621
EEF1DP3,-1.0,-0.41938239336013794,0.5806176066398621
B3GLCT,-1.0,-0.41938239336013794,0.5806176066398621
TEX26,-1.0,-0.41938239336013794,0.5806176066398621
DIAPH3-AS1,-1.0,-0.41938239336013794,0.5806176066398621
LOC101926897,-1.0,-0.41938239336013794,0.5806176066398621
LINC00458,-1.0,-0.41938239336013794,0.5806176066398621
PIBF1,-1.0,-0.41938239336013794,0.5806176066398621
LOC102723968,-1.0,-0.41938239336013794,0.5806176066398621
GPC5,-1.0,-0.41938239336013794,0.5806176066398621
MYO16,-1.0,-0.41938239336013794,0.5806176066398621
DLEU1,-1.0,-0.41938239336013794,0.5806176066398621
P2RX2,-1.0,-0.41938239336013794,0.5806176066398621
AMER2,-1.0,-0.41938239336013794,0.5806176066398621
ANHX,-1.0,-0.41938239336013794,0.5806176066398621
ZNF268,-1.0,-0.41938239336013794,0.5806176066398621
ZNF10,-1.0,-0.41938239336013794,0.5806176066398621
FAM230C,-1.0,-0.41938239336013794,0.5806176066398621
ZNF140,-1.0,-0.41938239336013794,0.5806176066398621
ZNF26,-1.0,-0.41938239336013794,0.5806176066398621
CENPJ,-1.0,-0.41938239336013794,0.5806176066398621
ZNF605,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928530,-1.0,-0.41938239336013794,0.5806176066398621
CHFR,-1.0,-0.41938239336013794,0.5806176066398621
MIR6763,-1.0,-0.41938239336013794,0.5806176066398621
LRCOL1,-1.0,-0.41938239336013794,0.5806176066398621
MIPEPP3,-1.0,-0.41938239336013794,0.5806176066398621
ZNF891,-1.0,-0.41938239336013794,0.5806176066398621
LINC00428,-1.0,-0.41938239336013794,0.5806176066398621
LOC105370177,-1.0,-0.41938239336013794,0.5806176066398621
DGKH,-1.0,-0.41938239336013794,0.5806176066398621
LOC101060553,-1.0,-0.41938239336013794,0.5806176066398621
GPC6,-1.0,-0.41938239336013794,0.5806176066398621
CLYBL,-1.0,-0.41938239336013794,0.5806176066398621
HS6ST3,-1.0,-0.41938239336013794,0.5806176066398621
LINC00437,-1.0,-0.41938239336013794,0.5806176066398621
TMTC4,-1.0,-0.41938239336013794,0.5806176066398621
TPT1-AS1,-1.0,-0.41938239336013794,0.5806176066398621
GTF2F2,-1.0,-0.41938239336013794,0.5806176066398621
ERICH6B,-1.0,-0.41938239336013794,0.5806176066398621
NUFIP1,-1.0,-0.41938239336013794,0.5806176066398621
LINC00400,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928597,-1.0,-0.41938239336013794,0.5806176066398621
N4BP2L2-IT2,-1.0,-0.41938239336013794,0.5806176066398621
RNF6,-1.0,-0.41938239336013794,0.5806176066398621
SPATA13,-1.0,-0.41938239336013794,0.5806176066398621
LINC00571,-1.0,-0.41938239336013794,0.5806176066398621
LINC01498,-1.0,-0.41938239336013794,0.5806176066398621
FICD,-1.0,-0.41938239336013794,0.5806176066398621
LOC728739,-1.0,-0.41938239336013794,0.5806176066398621
ASCL4,-1.0,-0.41938239336013794,0.5806176066398621
NFYB,-1.0,-0.41938239336013794,0.5806176066398621
C12orf73,-1.0,-0.41938239336013794,0.5806176066398621
TDG,-1.0,-0.41938239336013794,0.5806176066398621
MIR3652,-1.0,-0.41938239336013794,0.5806176066398621
POP5,-1.0,-0.41938239336013794,0.5806176066398621
LOC101929084,-1.0,-0.41938239336013794,0.5806176066398621
TCP11L2,-1.0,-0.41938239336013794,0.5806176066398621
NUAK1,-1.0,-0.41938239336013794,0.5806176066398621
MIR3196,-1.0,-0.41938239336013794,0.5806176066398621
SLC9A7P1,-1.0,-0.41938239336013794,0.5806176066398621
MIR4303,-1.0,-0.41938239336013794,0.5806176066398621
MIR4495,-1.0,-0.41938239336013794,0.5806176066398621
LOC643711,-1.0,-0.41938239336013794,0.5806176066398621
TTC41P,-1.0,-0.41938239336013794,0.5806176066398621
DAO,-1.0,-0.41938239336013794,0.5806176066398621
MIR619,-1.0,-0.41938239336013794,0.5806176066398621
MIR4496,-1.0,-0.41938239336013794,0.5806176066398621
SLCO4A1-AS1,-1.0,-0.41938239336013794,0.5806176066398621
MIR133A2,-1.0,-0.41938239336013794,0.5806176066398621
MIR1-1,-1.0,-0.41938239336013794,0.5806176066398621
MIR1-1HG,-1.0,-0.41938239336013794,0.5806176066398621
C20orf166-AS1,-1.0,-0.41938239336013794,0.5806176066398621
LOC414300,-1.0,-0.41938239336013794,0.5806176066398621
MTERF2,-1.0,-0.41938239336013794,0.5806176066398621
LOC100505978,-1.0,-0.41938239336013794,0.5806176066398621
LINC01486,-1.0,-0.41938239336013794,0.5806176066398621
FOXN4,-1.0,-0.41938239336013794,0.5806176066398621
ALKBH2,-1.0,-0.41938239336013794,0.5806176066398621
USP30-AS1,-1.0,-0.41938239336013794,0.5806176066398621
CASC18,-1.0,-0.41938239336013794,0.5806176066398621
KCCAT198,-1.0,-0.41938239336013794,0.5806176066398621
ALDH1L2,-1.0,-0.41938239336013794,0.5806176066398621
PWP1,-1.0,-0.41938239336013794,0.5806176066398621
OGFR-AS1,-1.0,-0.41938239336013794,0.5806176066398621
MRGBP,-1.0,-0.41938239336013794,0.5806176066398621
TCFL5,-1.0,-0.41938239336013794,0.5806176066398621
LINC00936,-1.0,-0.41938239336013794,0.5806176066398621
LOC728084,-1.0,-0.41938239336013794,0.5806176066398621
KITLG,-1.0,-0.41938239336013794,0.5806176066398621
TMTC3,-1.0,-0.41938239336013794,0.5806176066398621
C12orf29,-1.0,-0.41938239336013794,0.5806176066398621
MIR135A2,-1.0,-0.41938239336013794,0.5806176066398621
MKRN9P,-1.0,-0.41938239336013794,0.5806176066398621
LOC105369879,-1.0,-0.41938239336013794,0.5806176066398621
MIR1827,-1.0,-0.41938239336013794,0.5806176066398621
LOC105369945,-1.0,-0.41938239336013794,0.5806176066398621
ASCL1,-1.0,-0.41938239336013794,0.5806176066398621
LINC00485,-1.0,-0.41938239336013794,0.5806176066398621
PMCH,-1.0,-0.41938239336013794,0.5806176066398621
PARPBP,-1.0,-0.41938239336013794,0.5806176066398621
CCDC53,-1.0,-0.41938239336013794,0.5806176066398621
C12orf50,-1.0,-0.41938239336013794,0.5806176066398621
MIR1251,-1.0,-0.41938239336013794,0.5806176066398621
BHLHE23,-1.0,-0.41938239336013794,0.5806176066398621
LOC100130587,-1.0,-0.41938239336013794,0.5806176066398621
CHRNA4,-1.0,-0.41938239336013794,0.5806176066398621
MIR4326,-1.0,-0.41938239336013794,0.5806176066398621
FLJ16779,-1.0,-0.41938239336013794,0.5806176066398621
NKAIN4,-1.0,-0.41938239336013794,0.5806176066398621
LINC00659,-1.0,-0.41938239336013794,0.5806176066398621
COL9A3,-1.0,-0.41938239336013794,0.5806176066398621
MIR124-3,-1.0,-0.41938239336013794,0.5806176066398621
HAR1A,-1.0,-0.41938239336013794,0.5806176066398621
HAR1B,-1.0,-0.41938239336013794,0.5806176066398621
LINC00029,-1.0,-0.41938239336013794,0.5806176066398621
SLC17A9,-1.0,-0.41938239336013794,0.5806176066398621
RBBP8NL,-1.0,-0.41938239336013794,0.5806176066398621
GATA5,-1.0,-0.41938239336013794,0.5806176066398621
LAMA5-AS1,-1.0,-0.41938239336013794,0.5806176066398621
DPH3P1,-1.0,-0.41938239336013794,0.5806176066398621
NTSR1,-1.0,-0.41938239336013794,0.5806176066398621
LINC00934,-1.0,-0.41938239336013794,0.5806176066398621
HSPB8,-1.0,-0.41938239336013794,0.5806176066398621
LOC105370024,-1.0,-0.41938239336013794,0.5806176066398621
LOC105370016,-1.0,-0.41938239336013794,0.5806176066398621
LOC105370014,-1.0,-0.41938239336013794,0.5806176066398621
SUDS3,-1.0,-0.41938239336013794,0.5806176066398621
RFC5,-1.0,-0.41938239336013794,0.5806176066398621
TESC-AS1,-1.0,-0.41938239336013794,0.5806176066398621
UBE3B,-1.0,-0.41938239336013794,0.5806176066398621
HRK,-1.0,-0.41938239336013794,0.5806176066398621
C12orf49,-1.0,-0.41938239336013794,0.5806176066398621
MAP1LC3B2,-1.0,-0.41938239336013794,0.5806176066398621
LINC00173,-1.0,-0.41938239336013794,0.5806176066398621
MIR4472-2,-1.0,-0.41938239336013794,0.5806176066398621
MIR620,-1.0,-0.41938239336013794,0.5806176066398621
TBX3,-1.0,-0.41938239336013794,0.5806176066398621
TBX5-AS1,-1.0,-0.41938239336013794,0.5806176066398621
LOC100506551,-1.0,-0.41938239336013794,0.5806176066398621
COQ5,-1.0,-0.41938239336013794,0.5806176066398621
NRAV,-1.0,-0.41938239336013794,0.5806176066398621
MORN3,-1.0,-0.41938239336013794,0.5806176066398621
MIR7107,-1.0,-0.41938239336013794,0.5806176066398621
RNF34,-1.0,-0.41938239336013794,0.5806176066398621
P2RX4,-1.0,-0.41938239336013794,0.5806176066398621
RNU4-2,-1.0,-0.41938239336013794,0.5806176066398621
PXN-AS1,-1.0,-0.41938239336013794,0.5806176066398621
MIR1178,-1.0,-0.41938239336013794,0.5806176066398621
XLOC_009911,-1.0,-0.41938239336013794,0.5806176066398621
ACADS,-1.0,-0.41938239336013794,0.5806176066398621
MIR4700,-1.0,-0.41938239336013794,0.5806176066398621
MIR6880,-1.0,-0.41938239336013794,0.5806176066398621
TCTN2,-1.0,-0.41938239336013794,0.5806176066398621
GTF2H3,-1.0,-0.41938239336013794,0.5806176066398621
TRIAP1,-1.0,-0.41938239336013794,0.5806176066398621
SIRT4,-1.0,-0.41938239336013794,0.5806176066398621
RNU4-1,-1.0,-0.41938239336013794,0.5806176066398621
MIR4498,-1.0,-0.41938239336013794,0.5806176066398621
MIR6760,-1.0,-0.41938239336013794,0.5806176066398621
MYL2,-1.0,-0.41938239336013794,0.5806176066398621
LOC105369980,-1.0,-0.41938239336013794,0.5806176066398621
LINC01405,-1.0,-0.41938239336013794,0.5806176066398621
PPTC7,-1.0,-0.41938239336013794,0.5806176066398621
MIR1302-1,-1.0,-0.41938239336013794,0.5806176066398621
RAD9B,-1.0,-0.41938239336013794,0.5806176066398621
FAM216A,-1.0,-0.41938239336013794,0.5806176066398621
TBX5,-1.0,-0.41938239336013794,0.5806176066398621
IFT81,-1.0,-0.41938239336013794,0.5806176066398621
C12orf76,-1.0,-0.41938239336013794,0.5806176066398621
MIR6761,-1.0,-0.41938239336013794,0.5806176066398621
TCHP,-1.0,-0.41938239336013794,0.5806176066398621
MIR4497,-1.0,-0.41938239336013794,0.5806176066398621
FAM222A-AS1,-1.0,-0.41938239336013794,0.5806176066398621
TRPV4,-1.0,-0.41938239336013794,0.5806176066398621
FAM222A,-1.0,-0.41938239336013794,0.5806176066398621
MMAB,-1.0,-0.41938239336013794,0.5806176066398621
GPN3,-1.0,-0.41938239336013794,0.5806176066398621
SDSL,-1.0,-0.41938239336013794,0.5806176066398621
LHX5-AS1,-1.0,-0.41938239336013794,0.5806176066398621
LHX5,-1.0,-0.41938239336013794,0.5806176066398621
SLC8B1,-1.0,-0.41938239336013794,0.5806176066398621
LINC01089,-1.0,-0.41938239336013794,0.5806176066398621
MIR6762,-1.0,-0.41938239336013794,0.5806176066398621
IQCD,-1.0,-0.41938239336013794,0.5806176066398621
MIR7106,-1.0,-0.41938239336013794,0.5806176066398621
FAM109A,-1.0,-0.41938239336013794,0.5806176066398621
DTX1,-1.0,-0.41938239336013794,0.5806176066398621
MIR6861,-1.0,-0.41938239336013794,0.5806176066398621
TRAFD1,-1.0,-0.41938239336013794,0.5806176066398621
MIR3657,-1.0,-0.41938239336013794,0.5806176066398621
ADAM1A,-1.0,-0.41938239336013794,0.5806176066398621
MAPKAPK5-AS1,-1.0,-0.41938239336013794,0.5806176066398621
MIR3922,-1.0,-0.41938239336013794,0.5806176066398621
EID3,-1.0,-0.41938239336013794,0.5806176066398621
ACAD10,-1.0,-0.41938239336013794,0.5806176066398621
CFAP73,-1.0,-0.41938239336013794,0.5806176066398621
LINC01516,-1.0,-0.41938239336013794,0.5806176066398621
THNSL1,-1.0,-0.41938239336013794,0.5806176066398621
MIR603,-1.0,-0.41938239336013794,0.5806176066398621
MIR1254-2,-1.0,-0.41938239336013794,0.5806176066398621
PTF1A,-1.0,-0.41938239336013794,0.5806176066398621
LOC100499489,-1.0,-0.41938239336013794,0.5806176066398621
FZD8,-1.0,-0.41938239336013794,0.5806176066398621
LINC01518,-1.0,-0.41938239336013794,0.5806176066398621
LOC284825,-1.0,-0.41938239336013794,0.5806176066398621
LINC00839,-1.0,-0.41938239336013794,0.5806176066398621
ACTR3BP5,-1.0,-0.41938239336013794,0.5806176066398621
LINC00999,-1.0,-0.41938239336013794,0.5806176066398621
HSD17B7P2,-1.0,-0.41938239336013794,0.5806176066398621
SEPT7P9,-1.0,-0.41938239336013794,0.5806176066398621
ZEB1-AS1,-1.0,-0.41938239336013794,0.5806176066398621
ZNF25,-1.0,-0.41938239336013794,0.5806176066398621
ZNF33BP1,-1.0,-0.41938239336013794,0.5806176066398621
MTRNR2L7,-1.0,-0.41938239336013794,0.5806176066398621
ZNF37BP,-1.0,-0.41938239336013794,0.5806176066398621
C10orf142,-1.0,-0.41938239336013794,0.5806176066398621
ANTXRL,-1.0,-0.41938239336013794,0.5806176066398621
AGAP7P,-1.0,-0.41938239336013794,0.5806176066398621
AGAP4,-1.0,-0.41938239336013794,0.5806176066398621
ZFAND4,-1.0,-0.41938239336013794,0.5806176066398621
LOC102724323,-1.0,-0.41938239336013794,0.5806176066398621
OR13A1,-1.0,-0.41938239336013794,0.5806176066398621
ZNF239,-1.0,-0.41938239336013794,0.5806176066398621
ZNF487,-1.0,-0.41938239336013794,0.5806176066398621
LOC100129055,-1.0,-0.41938239336013794,0.5806176066398621
RSU1P2,-1.0,-0.41938239336013794,0.5806176066398621
C10orf25,-1.0,-0.41938239336013794,0.5806176066398621
C10orf10,-1.0,-0.41938239336013794,0.5806176066398621
ANKRD26,-1.0,-0.41938239336013794,0.5806176066398621
LINC00202-1,-1.0,-0.41938239336013794,0.5806176066398621
LINC00202-2,-1.0,-0.41938239336013794,0.5806176066398621
LINC00264,-1.0,-0.41938239336013794,0.5806176066398621
LOC101929117,-1.0,-0.41938239336013794,0.5806176066398621
GAD2,-1.0,-0.41938239336013794,0.5806176066398621
ANKRD30BP3,-1.0,-0.41938239336013794,0.5806176066398621
SVIL-AS1,-1.0,-0.41938239336013794,0.5806176066398621
LYZL1,-1.0,-0.41938239336013794,0.5806176066398621
C10orf126,-1.0,-0.41938239336013794,0.5806176066398621
LINC00837,-1.0,-0.41938239336013794,0.5806176066398621
LINC01517,-1.0,-0.41938239336013794,0.5806176066398621
BAMBI,-1.0,-0.41938239336013794,0.5806176066398621
LOC101929073,-1.0,-0.41938239336013794,0.5806176066398621
MIR8086,-1.0,-0.41938239336013794,0.5806176066398621
LINC00993,-1.0,-0.41938239336013794,0.5806176066398621
MKX-AS1,-1.0,-0.41938239336013794,0.5806176066398621
MKX,-1.0,-0.41938239336013794,0.5806176066398621
PTCHD3,-1.0,-0.41938239336013794,0.5806176066398621
LRRC37A6P,-1.0,-0.41938239336013794,0.5806176066398621
MASTL,-1.0,-0.41938239336013794,0.5806176066398621
LOC399715,-1.0,-0.41938239336013794,0.5806176066398621
LINC00710,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928322,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928298,-1.0,-0.41938239336013794,0.5806176066398621
SNORD130,-1.0,-0.41938239336013794,0.5806176066398621
GJD4,-1.0,-0.41938239336013794,0.5806176066398621
MIR4683,-1.0,-0.41938239336013794,0.5806176066398621
PRPF18,-1.0,-0.41938239336013794,0.5806176066398621
VIM-AS1,-1.0,-0.41938239336013794,0.5806176066398621
PTER,-1.0,-0.41938239336013794,0.5806176066398621
PPIAP30,-1.0,-0.41938239336013794,0.5806176066398621
NMT2,-1.0,-0.41938239336013794,0.5806176066398621
RPP38,-1.0,-0.41938239336013794,0.5806176066398621
C10orf111,-1.0,-0.41938239336013794,0.5806176066398621
MIR604,-1.0,-0.41938239336013794,0.5806176066398621
WAC-AS1,-1.0,-0.41938239336013794,0.5806176066398621
MEIG1,-1.0,-0.41938239336013794,0.5806176066398621
SUV39H2,-1.0,-0.41938239336013794,0.5806176066398621
HSPA14,-1.0,-0.41938239336013794,0.5806176066398621
CDNF,-1.0,-0.41938239336013794,0.5806176066398621
MIR1265,-1.0,-0.41938239336013794,0.5806176066398621
MIR4293,-1.0,-0.41938239336013794,0.5806176066398621
LOC101928453,-1.0,-0.41938239336013794,0.5806176066398621
ACBD5,-1.0,-0.41938239336013794,0.5806176066398621
ACBD7,-1.0,-0.41938239336013794,0.5806176066398621
ADO,-1.0,-0.41938239336013794,0.5806176066398621
LOC283045,-1.0,-0.41938239336013794,0.5806176066398621
LINC00845,-1.0,-0.41938239336013794,0.5806176066398621
LINC01553,-1.0,-0.41938239336013794,0.5806176066398621
ASAH2B,-1.0,-0.41938239336013794,0.5806176066398621
SGMS1-AS1,-1.0,-0.41938239336013794,0.5806176066398621
CCEPR,-1.0,-0.41938239336013794,0.5806176066398621
LINC00844,-1.0,-0.41938239336013794,0.5806176066398621
TMEM72,-1.0,-0.41938239336013794,0.5806176066398621
TFAM,-1.0,-0.41938239336013794,0.5806176066398621
UBE2D1,-1.0,-0.41938239336013794,0.5806176066398621
MIR3924,-1.0,-0.41938239336013794,0.5806176066398621
LOC105378269,-1.0,-0.41938239336013794,0.5806176066398621
LOC283028,-1.0,-0.41938239336013794,0.5806176066398621
LINC00841,-1.0,-0.41938239336013794,0.5806176066398621
LINC00840,-1.0,-0.41938239336013794,0.5806176066398621
LINC00619,-1.0,-0.41938239336013794,0.5806176066398621
HNRNPA3P1,-1.0,-0.41938239336013794,0.5806176066398621
FAM133CP,-1.0,-0.41938239336013794,0.5806176066398621
HKDC1,-1.0,-0.41938239336013794,0.5806176066398621
FAM25BP,-1.0,-0.41938239336013794,0.5806176066398621
ANXA8L1,-1.0,-0.41938239336013794,0.5806176066398621
ANXA8,-1.0,-0.41938239336013794,0.5806176066398621
GDF2,-1.0,-0.41938239336013794,0.5806176066398621
RBP3,-1.0,-0.41938239336013794,0.5806176066398621
LOC105378292,-1.0,-0.41938239336013794,0.5806176066398621
LOC107001062,-1.0,-0.41938239336013794,0.5806176066398621
ZNF488,-1.0,-0.41938239336013794,0.5806176066398621
NRBF2,-1.0,-0.41938239336013794,0.5806176066398621
SLC16A9,-1.0,-0.41938239336013794,0.5806176066398621
GLUD1P7,-1.0,-0.41938239336013794,0.5806176066398621
SYT15,-1.0,-0.41938239336013794,0.5806176066398621
FAM35BP,-1.0,-0.41938239336013794,0.5806176066398621
GPRIN2,-1.0,-0.41938239336013794,0.5806176066398621
NPY4R,-1.0,-0.41938239336013794,0.5806176066398621
HNRNPA1P33,-1.0,-0.41938239336013794,0.5806176066398621
MTRNR2L5,-1.0,-0.41938239336013794,0.5806176066398621
MIR548F1,-1.0,-0.41938239336013794,0.5806176066398621
MRLN,-1.0,-0.41938239336013794,0.5806176066398621
LOC102724593,-1.0,-0.41938239336013794,0.5806176066398621
CTSLP2,-1.0,-0.41938239336013794,0.5806176066398621
FAM25C,-1.0,-0.41938239336013794,0.5806176066398621
MIR938,-1.0,-0.41938239336013794,0.5806176066398621
MIR3611,-1.0,-0.41938239336013794,0.5806176066398621
CUL2,-1.0,-0.41938239336013794,0.5806176066398621
PARD3-AS1,-1.0,-0.41938239336013794,0.5806176066398621
LINC00838,-1.0,-0.41938239336013794,0.5806176066398621
SNORA86,-1.0,-0.41938239336013794,0.5806176066398621
