Gene,SPACER Score Before Training,SPACER Score After Training,Difference
PODXL2,-1.0,-0.27456769347190857,0.7254323065280914
LINC01471,-1.0,-0.27456769347190857,0.7254323065280914
PLXNA1,-1.0,-0.27456769347190857,0.7254323065280914
TXNRD3,-1.0,-0.27456769347190857,0.7254323065280914
ACAD11,-1.0,-0.27456769347190857,0.7254323065280914
IQCJ,-1.0,-0.27456769347190857,0.7254323065280914
MLF1,-1.0,-0.27456769347190857,0.7254323065280914
LINC01330,-1.0,-0.27456769347190857,0.7254323065280914
LOC105374250,-1.0,-0.27456769347190857,0.7254323065280914
MB21D2,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927416,-1.0,-0.27456769347190857,0.7254323065280914
ECE2,-1.0,-0.27456769347190857,0.7254323065280914
MCF2L2,-1.0,-0.27456769347190857,0.7254323065280914
LOC101928882,-1.0,-0.27456769347190857,0.7254323065280914
CCDC39,-1.0,-0.27456769347190857,0.7254323065280914
LINC00578,-1.0,-0.27456769347190857,0.7254323065280914
LOC646730,-1.0,-0.27456769347190857,0.7254323065280914
BCHE,-1.0,-0.27456769347190857,0.7254323065280914
LINC01391,-1.0,-0.27456769347190857,0.7254323065280914
CEP70,-1.0,-0.27456769347190857,0.7254323065280914
PIK3CB,-1.0,-0.27456769347190857,0.7254323065280914
USP13,-1.0,-0.27456769347190857,0.7254323065280914
PIK3CA,-1.0,-0.27456769347190857,0.7254323065280914
ZMAT3,-1.0,-0.27456769347190857,0.7254323065280914
KCNMB2,-1.0,-0.27456769347190857,0.7254323065280914
KCNMB2-AS1,-1.0,-0.27456769347190857,0.7254323065280914
KCCAT211,-1.0,-0.27456769347190857,0.7254323065280914
ZBBX,-1.0,-0.27456769347190857,0.7254323065280914
NMNAT3,-1.0,-0.27456769347190857,0.7254323065280914
LZTR1,-1.0,-0.27456769347190857,0.7254323065280914
TMEM191C,-1.0,-0.27456769347190857,0.7254323065280914
HIC2,-1.0,-0.27456769347190857,0.7254323065280914
RIMBP3B,-1.0,-0.27456769347190857,0.7254323065280914
LOC100996335,-1.0,-0.27456769347190857,0.7254323065280914
LINC00152,-1.0,-0.27456769347190857,0.7254323065280914
MIR4771-2,-1.0,-0.27456769347190857,0.7254323065280914
GGT8P,-1.0,-0.27456769347190857,0.7254323065280914
LOC654342,-1.0,-0.27456769347190857,0.7254323065280914
ABCB6,-1.0,-0.27456769347190857,0.7254323065280914
MIR4436A,-1.0,-0.27456769347190857,0.7254323065280914
ANKRD36BP2,-1.0,-0.27456769347190857,0.7254323065280914
LOC101928403,-1.0,-0.27456769347190857,0.7254323065280914
MIR4779,-1.0,-0.27456769347190857,0.7254323065280914
SNORD94,-1.0,-0.27456769347190857,0.7254323065280914
FOXI3,-1.0,-0.27456769347190857,0.7254323065280914
MIR4780,-1.0,-0.27456769347190857,0.7254323065280914
THNSL2,-1.0,-0.27456769347190857,0.7254323065280914
KRCC1,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927050,-1.0,-0.27456769347190857,0.7254323065280914
LOC105373496,-1.0,-0.27456769347190857,0.7254323065280914
NEURL3,-1.0,-0.27456769347190857,0.7254323065280914
CNGA3,-1.0,-0.27456769347190857,0.7254323065280914
YPEL1,-1.0,-0.27456769347190857,0.7254323065280914
RIMBP3C,-1.0,-0.27456769347190857,0.7254323065280914
STARD7-AS1,-1.0,-0.27456769347190857,0.7254323065280914
ASTL,-1.0,-0.27456769347190857,0.7254323065280914
FAHD2CP,-1.0,-0.27456769347190857,0.7254323065280914
TRIM43,-1.0,-0.27456769347190857,0.7254323065280914
P2RX6P,-1.0,-0.27456769347190857,0.7254323065280914
POM121L8P,-1.0,-0.27456769347190857,0.7254323065280914
BCRP2,-1.0,-0.27456769347190857,0.7254323065280914
FAM230B,-1.0,-0.27456769347190857,0.7254323065280914
TUBA3FP,-1.0,-0.27456769347190857,0.7254323065280914
MIR130B,-1.0,-0.27456769347190857,0.7254323065280914
MIR301B,-1.0,-0.27456769347190857,0.7254323065280914
CCDC116,-1.0,-0.27456769347190857,0.7254323065280914
THAP7,-1.0,-0.27456769347190857,0.7254323065280914
P2RX6,-1.0,-0.27456769347190857,0.7254323065280914
TRIM43B,-1.0,-0.27456769347190857,0.7254323065280914
PARTICL,-1.0,-0.27456769347190857,0.7254323065280914
SH2D6,-1.0,-0.27456769347190857,0.7254323065280914
ELMOD3,-1.0,-0.27456769347190857,0.7254323065280914
RETSAT,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927907,-1.0,-0.27456769347190857,0.7254323065280914
GCFC2,-1.0,-0.27456769347190857,0.7254323065280914
FUNDC2P2,-1.0,-0.27456769347190857,0.7254323065280914
DHFRP3,-1.0,-0.27456769347190857,0.7254323065280914
LOC100507201,-1.0,-0.27456769347190857,0.7254323065280914
MIR4435-2,-1.0,-0.27456769347190857,0.7254323065280914
LOC100133920,-1.0,-0.27456769347190857,0.7254323065280914
ACTR3BP2,-1.0,-0.27456769347190857,0.7254323065280914
REG1CP,-1.0,-0.27456769347190857,0.7254323065280914
REG1B,-1.0,-0.27456769347190857,0.7254323065280914
REG3G,-1.0,-0.27456769347190857,0.7254323065280914
LOC105374820,-1.0,-0.27456769347190857,0.7254323065280914
SNAR-H,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927926,-1.0,-0.27456769347190857,0.7254323065280914
LOC101928371,-1.0,-0.27456769347190857,0.7254323065280914
MIR8080,-1.0,-0.27456769347190857,0.7254323065280914
MIR4435-1,-1.0,-0.27456769347190857,0.7254323065280914
LIPT1,-1.0,-0.27456769347190857,0.7254323065280914
C2orf15,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927070,-1.0,-0.27456769347190857,0.7254323065280914
MIR4771-1,-1.0,-0.27456769347190857,0.7254323065280914
ANAPC1P1,-1.0,-0.27456769347190857,0.7254323065280914
KDM3A,-1.0,-0.27456769347190857,0.7254323065280914
MRPL35,-1.0,-0.27456769347190857,0.7254323065280914
LINC01125,-1.0,-0.27456769347190857,0.7254323065280914
GGCX,-1.0,-0.27456769347190857,0.7254323065280914
LOC100506076,-1.0,-0.27456769347190857,0.7254323065280914
FAHD2B,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927053,-1.0,-0.27456769347190857,0.7254323065280914
FAM178B,-1.0,-0.27456769347190857,0.7254323065280914
LYG2,-1.0,-0.27456769347190857,0.7254323065280914
MRPL30,-1.0,-0.27456769347190857,0.7254323065280914
MIR4264,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927987,-1.0,-0.27456769347190857,0.7254323065280914
TMEM150A,-1.0,-0.27456769347190857,0.7254323065280914
LOC100506123,-1.0,-0.27456769347190857,0.7254323065280914
MIR4267,-1.0,-0.27456769347190857,0.7254323065280914
LOC105373562,-1.0,-0.27456769347190857,0.7254323065280914
TTL,-1.0,-0.27456769347190857,0.7254323065280914
ZC3H8,-1.0,-0.27456769347190857,0.7254323065280914
FBLN7,-1.0,-0.27456769347190857,0.7254323065280914
LOC400997,-1.0,-0.27456769347190857,0.7254323065280914
SNORD132,-1.0,-0.27456769347190857,0.7254323065280914
LOC100506286,-1.0,-0.27456769347190857,0.7254323065280914
MIR4266,-1.0,-0.27456769347190857,0.7254323065280914
FER1L5,-1.0,-0.27456769347190857,0.7254323065280914
LINC01106,-1.0,-0.27456769347190857,0.7254323065280914
LOC100507334,-1.0,-0.27456769347190857,0.7254323065280914
LINC00116,-1.0,-0.27456769347190857,0.7254323065280914
NPHP1,-1.0,-0.27456769347190857,0.7254323065280914
MIR4436B2,-1.0,-0.27456769347190857,0.7254323065280914
MIR4436B1,-1.0,-0.27456769347190857,0.7254323065280914
RGPD4-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LINC01123,-1.0,-0.27456769347190857,0.7254323065280914
LOC100288570,-1.0,-0.27456769347190857,0.7254323065280914
LOC105373553,-1.0,-0.27456769347190857,0.7254323065280914
LOC100499194,-1.0,-0.27456769347190857,0.7254323065280914
LOC101060091,-1.0,-0.27456769347190857,0.7254323065280914
MIR4782,-1.0,-0.27456769347190857,0.7254323065280914
RPL23AP7,-1.0,-0.27456769347190857,0.7254323065280914
IL1A,-1.0,-0.27456769347190857,0.7254323065280914
CKAP2L,-1.0,-0.27456769347190857,0.7254323065280914
FLJ42351,-1.0,-0.27456769347190857,0.7254323065280914
WASH2P,-1.0,-0.27456769347190857,0.7254323065280914
MIR1302-3,-1.0,-0.27456769347190857,0.7254323065280914
MIR4772,-1.0,-0.27456769347190857,0.7254323065280914
PGM5P3-AS1,-1.0,-0.27456769347190857,0.7254323065280914
FAM138B,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927142,-1.0,-0.27456769347190857,0.7254323065280914
NMS,-1.0,-0.27456769347190857,0.7254323065280914
LONRF2,-1.0,-0.27456769347190857,0.7254323065280914
LINC01104,-1.0,-0.27456769347190857,0.7254323065280914
TXNDC9,-1.0,-0.27456769347190857,0.7254323065280914
LYG1,-1.0,-0.27456769347190857,0.7254323065280914
MFSD9,-1.0,-0.27456769347190857,0.7254323065280914
PGM5P4-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LINC01103,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927331,-1.0,-0.27456769347190857,0.7254323065280914
LOC100287010,-1.0,-0.27456769347190857,0.7254323065280914
LOC105373519,-1.0,-0.27456769347190857,0.7254323065280914
GACAT1,-1.0,-0.27456769347190857,0.7254323065280914
PLGLA,-1.0,-0.27456769347190857,0.7254323065280914
C2orf40,-1.0,-0.27456769347190857,0.7254323065280914
IL1RL1,-1.0,-0.27456769347190857,0.7254323065280914
LINC01127,-1.0,-0.27456769347190857,0.7254323065280914
LOC440895,-1.0,-0.27456769347190857,0.7254323065280914
MIR5696,-1.0,-0.27456769347190857,0.7254323065280914
SNORD89,-1.0,-0.27456769347190857,0.7254323065280914
MRPS9,-1.0,-0.27456769347190857,0.7254323065280914
LINC01159,-1.0,-0.27456769347190857,0.7254323065280914
LINC01158,-1.0,-0.27456769347190857,0.7254323065280914
ANKRD39,-1.0,-0.27456769347190857,0.7254323065280914
MIR3127,-1.0,-0.27456769347190857,0.7254323065280914
CNNM4,-1.0,-0.27456769347190857,0.7254323065280914
ANKRD23,-1.0,-0.27456769347190857,0.7254323065280914
CREG2,-1.0,-0.27456769347190857,0.7254323065280914
LIMS3-LOC440895,-1.0,-0.27456769347190857,0.7254323065280914
LIMS3,-1.0,-0.27456769347190857,0.7254323065280914
LIMS4,-1.0,-0.27456769347190857,0.7254323065280914
SOWAHC,-1.0,-0.27456769347190857,0.7254323065280914
TMEM191A,-1.0,-0.27456769347190857,0.7254323065280914
POM121L4P,-1.0,-0.27456769347190857,0.7254323065280914
ZNF74,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927859,-1.0,-0.27456769347190857,0.7254323065280914
SLC7A4,-1.0,-0.27456769347190857,0.7254323065280914
LINC01114,-1.0,-0.27456769347190857,0.7254323065280914
MIR649,-1.0,-0.27456769347190857,0.7254323065280914
THAP7-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LOC285000,-1.0,-0.27456769347190857,0.7254323065280914
C2orf49,-1.0,-0.27456769347190857,0.7254323065280914
GPR45,-1.0,-0.27456769347190857,0.7254323065280914
LOC105373984,-1.0,-0.27456769347190857,0.7254323065280914
UTAT33,-1.0,-0.27456769347190857,0.7254323065280914
LOC101928891,-1.0,-0.27456769347190857,0.7254323065280914
SNAP29,-1.0,-0.27456769347190857,0.7254323065280914
SERPIND1,-1.0,-0.27456769347190857,0.7254323065280914
LRRC74B,-1.0,-0.27456769347190857,0.7254323065280914
RPL23AP32,-1.0,-0.27456769347190857,0.7254323065280914
C2orf73,-1.0,-0.27456769347190857,0.7254323065280914
TSPYL6,-1.0,-0.27456769347190857,0.7254323065280914
LINC01185,-1.0,-0.27456769347190857,0.7254323065280914
PAPOLG,-1.0,-0.27456769347190857,0.7254323065280914
MIR4432,-1.0,-0.27456769347190857,0.7254323065280914
MIR4432HG,-1.0,-0.27456769347190857,0.7254323065280914
LOC100129434,-1.0,-0.27456769347190857,0.7254323065280914
MIR3126,-1.0,-0.27456769347190857,0.7254323065280914
TEX37,-1.0,-0.27456769347190857,0.7254323065280914
GKN2,-1.0,-0.27456769347190857,0.7254323065280914
BMP10,-1.0,-0.27456769347190857,0.7254323065280914
MIR217,-1.0,-0.27456769347190857,0.7254323065280914
PNPT1,-1.0,-0.27456769347190857,0.7254323065280914
CFAP36,-1.0,-0.27456769347190857,0.7254323065280914
PRORSD1P,-1.0,-0.27456769347190857,0.7254323065280914
LINC01119,-1.0,-0.27456769347190857,0.7254323065280914
CHAC2,-1.0,-0.27456769347190857,0.7254323065280914
GPR75,-1.0,-0.27456769347190857,0.7254323065280914
GKN1,-1.0,-0.27456769347190857,0.7254323065280914
PRADC1,-1.0,-0.27456769347190857,0.7254323065280914
LOC400958,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927438,-1.0,-0.27456769347190857,0.7254323065280914
SERTAD2,-1.0,-0.27456769347190857,0.7254323065280914
LOC339807,-1.0,-0.27456769347190857,0.7254323065280914
C2orf74,-1.0,-0.27456769347190857,0.7254323065280914
LOC339803,-1.0,-0.27456769347190857,0.7254323065280914
PEX13,-1.0,-0.27456769347190857,0.7254323065280914
MIR4433A,-1.0,-0.27456769347190857,0.7254323065280914
AHSA2,-1.0,-0.27456769347190857,0.7254323065280914
LOC100507006,-1.0,-0.27456769347190857,0.7254323065280914
LINC00309,-1.0,-0.27456769347190857,0.7254323065280914
DBIL5P2,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927165,-1.0,-0.27456769347190857,0.7254323065280914
MIR216B,-1.0,-0.27456769347190857,0.7254323065280914
MIR216A,-1.0,-0.27456769347190857,0.7254323065280914
B3GNT2,-1.0,-0.27456769347190857,0.7254323065280914
FAM161A,-1.0,-0.27456769347190857,0.7254323065280914
SNORA70B,-1.0,-0.27456769347190857,0.7254323065280914
MIR4433B,-1.0,-0.27456769347190857,0.7254323065280914
SIX2,-1.0,-0.27456769347190857,0.7254323065280914
SIX3,-1.0,-0.27456769347190857,0.7254323065280914
SIX3-AS1,-1.0,-0.27456769347190857,0.7254323065280914
ABCG8,-1.0,-0.27456769347190857,0.7254323065280914
HAAO,-1.0,-0.27456769347190857,0.7254323065280914
OXER1,-1.0,-0.27456769347190857,0.7254323065280914
LOC102723824,-1.0,-0.27456769347190857,0.7254323065280914
LOC101929723,-1.0,-0.27456769347190857,0.7254323065280914
LOC388942,-1.0,-0.27456769347190857,0.7254323065280914
MIR3682,-1.0,-0.27456769347190857,0.7254323065280914
GCKR,-1.0,-0.27456769347190857,0.7254323065280914
DHX57,-1.0,-0.27456769347190857,0.7254323065280914
GEMIN6,-1.0,-0.27456769347190857,0.7254323065280914
LOC101929596,-1.0,-0.27456769347190857,0.7254323065280914
CYP1B1,-1.0,-0.27456769347190857,0.7254323065280914
LINC00211,-1.0,-0.27456769347190857,0.7254323065280914
LOC102723854,-1.0,-0.27456769347190857,0.7254323065280914
BIRC6-AS2,-1.0,-0.27456769347190857,0.7254323065280914
NDUFAF7,-1.0,-0.27456769347190857,0.7254323065280914
THUMPD2,-1.0,-0.27456769347190857,0.7254323065280914
MIR4431,-1.0,-0.27456769347190857,0.7254323065280914
LOC105374596,-1.0,-0.27456769347190857,0.7254323065280914
MIR8485,-1.0,-0.27456769347190857,0.7254323065280914
TMEM247,-1.0,-0.27456769347190857,0.7254323065280914
LOC101805491,-1.0,-0.27456769347190857,0.7254323065280914
LHCGR,-1.0,-0.27456769347190857,0.7254323065280914
HCG2040054,-1.0,-0.27456769347190857,0.7254323065280914
KCNK12,-1.0,-0.27456769347190857,0.7254323065280914
MIR559,-1.0,-0.27456769347190857,0.7254323065280914
MIR5192,-1.0,-0.27456769347190857,0.7254323065280914
C2orf61,-1.0,-0.27456769347190857,0.7254323065280914
ABCG5,-1.0,-0.27456769347190857,0.7254323065280914
C1GALT1C1L,-1.0,-0.27456769347190857,0.7254323065280914
LINC01126,-1.0,-0.27456769347190857,0.7254323065280914
LINC01118,-1.0,-0.27456769347190857,0.7254323065280914
SOCS5,-1.0,-0.27456769347190857,0.7254323065280914
LOC100506142,-1.0,-0.27456769347190857,0.7254323065280914
PIGF,-1.0,-0.27456769347190857,0.7254323065280914
OTX1,-1.0,-0.27456769347190857,0.7254323065280914
TMEM17,-1.0,-0.27456769347190857,0.7254323065280914
BCYRN1,-1.0,-0.27456769347190857,0.7254323065280914
DGUOK-AS1,-1.0,-0.27456769347190857,0.7254323065280914
DUSP11,-1.0,-0.27456769347190857,0.7254323065280914
DQX1,-1.0,-0.27456769347190857,0.7254323065280914
LOC102724579,-1.0,-0.27456769347190857,0.7254323065280914
LOC90784,-1.0,-0.27456769347190857,0.7254323065280914
ST3GAL5-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LOC284950,-1.0,-0.27456769347190857,0.7254323065280914
MIR6071,-1.0,-0.27456769347190857,0.7254323065280914
SFTPB,-1.0,-0.27456769347190857,0.7254323065280914
NOTO,-1.0,-0.27456769347190857,0.7254323065280914
PAIP2B,-1.0,-0.27456769347190857,0.7254323065280914
MCEE,-1.0,-0.27456769347190857,0.7254323065280914
MPHOSPH10,-1.0,-0.27456769347190857,0.7254323065280914
NAT8B,-1.0,-0.27456769347190857,0.7254323065280914
NAT8,-1.0,-0.27456769347190857,0.7254323065280914
ALMS1-IT1,-1.0,-0.27456769347190857,0.7254323065280914
EGR4,-1.0,-0.27456769347190857,0.7254323065280914
CLEC4F,-1.0,-0.27456769347190857,0.7254323065280914
LINC01143,-1.0,-0.27456769347190857,0.7254323065280914
USP39,-1.0,-0.27456769347190857,0.7254323065280914
FAHD2A,-1.0,-0.27456769347190857,0.7254323065280914
KCNIP3,-1.0,-0.27456769347190857,0.7254323065280914
ZNF2,-1.0,-0.27456769347190857,0.7254323065280914
TEKT4,-1.0,-0.27456769347190857,0.7254323065280914
FAM95A,-1.0,-0.27456769347190857,0.7254323065280914
CCDC142,-1.0,-0.27456769347190857,0.7254323065280914
MRPL53,-1.0,-0.27456769347190857,0.7254323065280914
INO80B-WBP1,-1.0,-0.27456769347190857,0.7254323065280914
MRPL19,-1.0,-0.27456769347190857,0.7254323065280914
BOLA3-AS1,-1.0,-0.27456769347190857,0.7254323065280914
MIR5000,-1.0,-0.27456769347190857,0.7254323065280914
LINC01291,-1.0,-0.27456769347190857,0.7254323065280914
WDR54,-1.0,-0.27456769347190857,0.7254323065280914
C2orf81,-1.0,-0.27456769347190857,0.7254323065280914
DCTN1-AS1,-1.0,-0.27456769347190857,0.7254323065280914
PCGF1,-1.0,-0.27456769347190857,0.7254323065280914
LBX2-AS1,-1.0,-0.27456769347190857,0.7254323065280914
LBX2,-1.0,-0.27456769347190857,0.7254323065280914
TTC31,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927884,-1.0,-0.27456769347190857,0.7254323065280914
SNRNP27,-1.0,-0.27456769347190857,0.7254323065280914
SNORA36C,-1.0,-0.27456769347190857,0.7254323065280914
NFU1,-1.0,-0.27456769347190857,0.7254323065280914
MEIS1-AS3,-1.0,-0.27456769347190857,0.7254323065280914
LOC729348,-1.0,-0.27456769347190857,0.7254323065280914
MIR4778,-1.0,-0.27456769347190857,0.7254323065280914
CEP68,-1.0,-0.27456769347190857,0.7254323065280914
PROKR1,-1.0,-0.27456769347190857,0.7254323065280914
FBXO48,-1.0,-0.27456769347190857,0.7254323065280914
CD207,-1.0,-0.27456769347190857,0.7254323065280914
MIR4434,-1.0,-0.27456769347190857,0.7254323065280914
AFTPH,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927402,-1.0,-0.27456769347190857,0.7254323065280914
LGALSL,-1.0,-0.27456769347190857,0.7254323065280914
LINC01628,-1.0,-0.27456769347190857,0.7254323065280914
LOC101060019,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927577,-1.0,-0.27456769347190857,0.7254323065280914
MEIS1-AS2,-1.0,-0.27456769347190857,0.7254323065280914
SMYD5,-1.0,-0.27456769347190857,0.7254323065280914
PNO1,-1.0,-0.27456769347190857,0.7254323065280914
RAB11FIP5,-1.0,-0.27456769347190857,0.7254323065280914
EMX1,-1.0,-0.27456769347190857,0.7254323065280914
CYP26B1,-1.0,-0.27456769347190857,0.7254323065280914
MIR1285-2,-1.0,-0.27456769347190857,0.7254323065280914
C2orf42,-1.0,-0.27456769347190857,0.7254323065280914
LOC100133985,-1.0,-0.27456769347190857,0.7254323065280914
OR7E91P,-1.0,-0.27456769347190857,0.7254323065280914
ANKRD53,-1.0,-0.27456769347190857,0.7254323065280914
ATP6V1B1-AS1,-1.0,-0.27456769347190857,0.7254323065280914
ASPRV1,-1.0,-0.27456769347190857,0.7254323065280914
DOK1,-1.0,-0.27456769347190857,0.7254323065280914
HTRA2,-1.0,-0.27456769347190857,0.7254323065280914
TLX2,-1.0,-0.27456769347190857,0.7254323065280914
ADD2,-1.0,-0.27456769347190857,0.7254323065280914
TGFA-IT1,-1.0,-0.27456769347190857,0.7254323065280914
PCYOX1,-1.0,-0.27456769347190857,0.7254323065280914
C1D,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927701,-1.0,-0.27456769347190857,0.7254323065280914
ETAA1,-1.0,-0.27456769347190857,0.7254323065280914
LOC644838,-1.0,-0.27456769347190857,0.7254323065280914
SEMA4F,-1.0,-0.27456769347190857,0.7254323065280914
ASNSD1,-1.0,-0.27456769347190857,0.7254323065280914
OSGEPL1,-1.0,-0.27456769347190857,0.7254323065280914
MIR3129,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927431,-1.0,-0.27456769347190857,0.7254323065280914
PCGEM1,-1.0,-0.27456769347190857,0.7254323065280914
LOC105747689,-1.0,-0.27456769347190857,0.7254323065280914
RTN4R,-1.0,-0.27456769347190857,0.7254323065280914
MIR1286,-1.0,-0.27456769347190857,0.7254323065280914
LINC00896,-1.0,-0.27456769347190857,0.7254323065280914
LINC01191,-1.0,-0.27456769347190857,0.7254323065280914
CCDC188,-1.0,-0.27456769347190857,0.7254323065280914
MIR6816,-1.0,-0.27456769347190857,0.7254323065280914
MSTN,-1.0,-0.27456769347190857,0.7254323065280914
MIR1306,-1.0,-0.27456769347190857,0.7254323065280914
MIR3618,-1.0,-0.27456769347190857,0.7254323065280914
MIR185,-1.0,-0.27456769347190857,0.7254323065280914
ARVCF,-1.0,-0.27456769347190857,0.7254323065280914
MIR4761,-1.0,-0.27456769347190857,0.7254323065280914
C22orf29,-1.0,-0.27456769347190857,0.7254323065280914
LOC284865,-1.0,-0.27456769347190857,0.7254323065280914
MIR2355,-1.0,-0.27456769347190857,0.7254323065280914
MIR3130-2,-1.0,-0.27456769347190857,0.7254323065280914
MIR3130-1,-1.0,-0.27456769347190857,0.7254323065280914
MDH1B,-1.0,-0.27456769347190857,0.7254323065280914
FZD7,-1.0,-0.27456769347190857,0.7254323065280914
TMEM237,-1.0,-0.27456769347190857,0.7254323065280914
MPP4,-1.0,-0.27456769347190857,0.7254323065280914
LOC200726,-1.0,-0.27456769347190857,0.7254323065280914
GPR1-AS,-1.0,-0.27456769347190857,0.7254323065280914
ANKAR,-1.0,-0.27456769347190857,0.7254323065280914
SNORD51,-1.0,-0.27456769347190857,0.7254323065280914
GCSHP3,-1.0,-0.27456769347190857,0.7254323065280914
LOC105373805,-1.0,-0.27456769347190857,0.7254323065280914
NEMP2,-1.0,-0.27456769347190857,0.7254323065280914
INPP1,-1.0,-0.27456769347190857,0.7254323065280914
SNORA105A,-1.0,-0.27456769347190857,0.7254323065280914
COQ10B,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927596,-1.0,-0.27456769347190857,0.7254323065280914
OSGEPL1-AS1,-1.0,-0.27456769347190857,0.7254323065280914
SNORA41,-1.0,-0.27456769347190857,0.7254323065280914
MIR6512,-1.0,-0.27456769347190857,0.7254323065280914
MIR3128,-1.0,-0.27456769347190857,0.7254323065280914
C2orf66,-1.0,-0.27456769347190857,0.7254323065280914
LOC100130452,-1.0,-0.27456769347190857,0.7254323065280914
CCDC150,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927482,-1.0,-0.27456769347190857,0.7254323065280914
C2orf47,-1.0,-0.27456769347190857,0.7254323065280914
TYW5,-1.0,-0.27456769347190857,0.7254323065280914
C2orf69,-1.0,-0.27456769347190857,0.7254323065280914
SCARF2,-1.0,-0.27456769347190857,0.7254323065280914
LINC01305,-1.0,-0.27456769347190857,0.7254323065280914
SCRN3,-1.0,-0.27456769347190857,0.7254323065280914
HOXD-AS2,-1.0,-0.27456769347190857,0.7254323065280914
HOXD8,-1.0,-0.27456769347190857,0.7254323065280914
HOXD9,-1.0,-0.27456769347190857,0.7254323065280914
HOXD10,-1.0,-0.27456769347190857,0.7254323065280914
HOXD11,-1.0,-0.27456769347190857,0.7254323065280914
HOXD12,-1.0,-0.27456769347190857,0.7254323065280914
DLX1,-1.0,-0.27456769347190857,0.7254323065280914
FTCDNL1,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927027,-1.0,-0.27456769347190857,0.7254323065280914
FKBP7,-1.0,-0.27456769347190857,0.7254323065280914
LOC105373764,-1.0,-0.27456769347190857,0.7254323065280914
LOC105373782,-1.0,-0.27456769347190857,0.7254323065280914
MIR548AE1,-1.0,-0.27456769347190857,0.7254323065280914
NUP35,-1.0,-0.27456769347190857,0.7254323065280914
DUSP19,-1.0,-0.27456769347190857,0.7254323065280914
MIR4444-2,-1.0,-0.27456769347190857,0.7254323065280914
MIR4444-1,-1.0,-0.27456769347190857,0.7254323065280914
TTC30B,-1.0,-0.27456769347190857,0.7254323065280914
LINC01116,-1.0,-0.27456769347190857,0.7254323065280914
LOC101927055,-1.0,-0.27456769347190857,0.7254323065280914
TTN-AS1,-1.0,-0.27456769347190857,0.7254323065280914
PLEKHA3,-1.0,-0.27456769347190857,0.7254323065280914
DFNB59,-1.0,-0.27456769347190857,0.7254323065280914
SATB2-AS1,-1.0,-0.27456769347190857,0.7254323065280914
MARS2,-1.0,-0.27456769347190857,0.7254323065280914
BOLL,-1.0,-0.27456769347190857,0.7254323065280914
SNORA105B,-1.0,-0.27456769347190857,0.7254323065280914
TTC30A,-1.0,-0.27456769347190857,0.7254323065280914
LINC01117,-1.0,-0.27456769347190857,0.7254323065280914
CRYGB,-1.0,-0.27456769347190857,0.7254323065280914
MIR9500,-1.0,-0.27456769347190857,0.7254323065280914
PRKAG3,-1.0,-0.27456769347190857,0.7254323065280914
CYP27A1,-1.0,-0.27456769347190857,0.7254323065280914
TTLL4,-1.0,-0.27456769347190857,0.7254323065280914
SLC23A3,-1.0,-0.27456769347190857,0.7254323065280914
MIR3131,-1.0,-0.27456769347190857,0.7254323065280914
BCS1L,-1.0,-0.27456769347190857,0.7254323065280914
ZNF142,-1.0,-0.27456769347190857,0.7254323065280914
MIR7845,-1.0,-0.27456769347190857,0.7254323065280914
MIR6810,-1.0,-0.27456769347190857,0.7254323065280914
LINC01494,-1.0,-0.27456769347190857,0.7254323065280914
CRYBA2,-1.0,-0.27456769347190857,0.7254323065280914
LOC100507140,-1.0,-0.27456769347190857,0.7254323065280914
AOX3P-AOX2P,-1.0,-0.27456769347190857,0.7254323065280914
KCTD18,-1.0,-0.27456769347190857,0.7254323065280914
ICA1L,-1.0,-0.27456769347190857,0.7254323065280914
SNORD11,-1.0,-0.27456769347190857,0.7254323065280914
SNORD11B,-1.0,-0.27456769347190857,0.7254323065280914
MIR26B,-1.0,-0.27456769347190857,0.7254323065280914
GLB1L,-1.0,-0.27456769347190857,0.7254323065280914
FAM134A,-1.0,-0.27456769347190857,0.7254323065280914
LOC100996693,-1.0,-0.27456769347190857,0.7254323065280914
RESP18,-1.0,-0.27456769347190857,0.7254323065280914
